customer_id,full_name,email,gender,date_of_birth,city,region,signup_date,acquisition_channel,preferred_device,email_subscribed,loyalty_tier,annual_income_ghs,household_size,age
CUST010367,Mary Nkrumah,mary.nkrumah252@gmail.com,Female,1999-08-08,Cape Coast,Central,2026-06-28,Email Campaign,Web Mobile,True,Gold,15498.02,6.0,26.9
CUST018660,Daniel Mensah,daniel.mensah358@outlook.com,Male,1995-04-24,Sunyani,Bono,2022-07-26,Organic Search,Android,False,Bronze,11058.19,1.0,31.2
CUST900231,Mary Yeboah,mary.yeboah181@gmail.com,Female,1996-09-29,Koforidua,Eastern,2022-07-26,Paid Social,Web Mobile,True,Bronze,12118.76,5.0,29.7
CUST009473,Chidi Alhassan,chidi.alhassan233@gmail.com,Male,1983-05-03,Kumasi,Ashanti,2022-07-26,Referral,Web Desktop,True,Bronze,20968.38,4.0,43.2
CUST010919,Sena Appiah,sena.appiah324@gmail.com,Male,1987-06-02,Accra,Greater Accra,2022-07-26,Email Campaign,iOS,False,Silver,15468.78,1.0,39.1
CUST012402,ZAINAB QUARTEY,zainab.quartey928@yahoo.com,Female,1990-03-09,Ho,Volta,2022-07-26,Influencer,Web Mobile,True,Bronze,11168.79,2.0,36.3
CUST011886,Grace Alhassan,grace.alhassan270@gmail.com,Female,1996-05-22,Accra,Greater Accra,2022-07-25,Organic Search,Web Desktop,False,Bronze,11400.02,8.0,30.1
CUST017757,Akosua Lartey,akosua.lartey911@gmail.com,Female,2002-04-13,Accra,Greater Accra,2022-07-25,Paid Social,Web Mobile,False,Bronze,5850.14,4.0,24.2
CUST014057,Kwabena Danso,kwabena.danso816@gmail.com,Male,1998-05-14,Accra,Greater Accra,2022-07-25,Marketplace,Android,True,Silver,17864.26,2.0,28.1
CUST000006,Ibrahim Abubakar,ibrahim.abubakar865@gmail.com,Male,1991-03-11,Ho,Volta,2026-06-28,Direct,Android,True,Bronze,6774.92,7.0,35.3
CUST017484,Emmanuel Dogbe,emmanuel.dogbe476@gmail.com,Male,1987-02-21,Kumasi,Ashanti,2026-06-28,Email Campaign,Android,False,Bronze,8234.53,1.0,39.4
CUST014644,Arinze Osei,arinze.osei826@gmail.com,Other,1998-02-23,Koforidua,Eastern,2026-06-28,Referral,iOS,False,Silver,7283.83,5.0,28.3
CUST007018,Joseph Agyeman,joseph.agyeman992@gmail.com,Male,1995-01-11,Sunyani,Bono,2026-06-28,Organic Search,Android,False,Silver,21762.26,5.0,31.5
CUST012187,Emmanuel Danso,emmanuel.danso781@yahoo.com,Female,2009-12-11,Cape Coast,Central,2026-06-28,Organic Search,iOS,True,Platinum,15742.85,5.0,16.6
CUST007691,Adwoa Frimpong,adwoa.frimpong356@gmail.com,Male,1976-09-14,Sunyani,Bono,2026-06-28,Referral,Android,True,Bronze,21132.85,1.0,49.8
CUST017301,Ama Owusu,ama.owusu659@outlook.com,Female,1996-02-06,Tema,Greater Accra,2026-06-27,Email Campaign,Android,True,Silver,21685.19,1.0,30.4
CUST016925,Samuel Quartey,samuel.quartey122@gmail.com,Male,1989-04-04,Accra,Greater Accra,2026-06-27,Influencer,Android,True,Bronze,23089.12,2.0,37.2
CUST005925,Kelvin Osei,kelvin.osei915@gmail.com,Female,1989-09-25,Ho,Volta,2026-06-27,Influencer,Web Desktop,False,Bronze,10589.3,8.0,36.8
CUST018976,Kwame Owusu,kwame.owusu359@yahoo.com,Female,1987-11-16,Tema,Greater Accra,2026-06-27,Paid Social,iOS,True,Bronze,15270.03,5.0,38.6
CUST006108,Grace Danso,grace.danso29@gmail.com,Male,1997-12-03,Bolgatanga,Upper East,2022-07-29,Email Campaign,Android,True,Bronze,14049.06,5.0,28.6
CUST016099,Esi Sulemana,esi.sulemana133@hotmail.com,Male,2010-06-26,Madina,Greater Accra,2022-07-29,Paid Social,Android,True,Bronze,8281.29,4.0,16.0
CUST002495,Isaac Yeboah,isaac.yeboah924@gmail.com,Male,1991-11-25,Accra,Greater Accra,2022-07-28,Organic Search,Web Mobile,True,Bronze,12716.65,3.0,34.6
CUST006221,Abdul Nyarko,abdul.nyarko518@yahoo.com,Male,1991-09-13,Koforidua,Eastern,2022-07-28,Paid Social,Web Mobile,True,Gold,22444.19,8.0,34.8
CUST016452,Selorm Ofori,selorm.ofori758@outlook.com,Female,2004-12-20,Accra,Greater Accra,2022-07-28,Email Campaign,Android,False,Platinum,38403.94,4.0,21.5
CUST020000,Dzifa Osei,dzifa.osei396@gmail.com,Female,1973-10-06,Tema,Greater Accra,2022-07-28,Email Campaign,iOS,True,Platinum,15367.88,4.0,52.7
CUST008338,Gifty Frimpong,gifty.frimpong56@hotmail.com,Male,2010-01-14,Techiman,Bono East,2022-07-27,Direct,iOS,True,Silver,17306.26,3.0,16.5
CUST010910,NANA ADJEI,nana.adjei881@gmail.com,Female,1993-06-21,Koforidua,Eastern,2022-07-27,Direct,Android,False,Platinum,13091.5,2.0,33.0
CUST016273,esi amoah,esi.amoah884@yahoo.com,Female,2007-10-11,Madina,Greater Accra,2022-07-27,Marketplace,Android,True,Bronze,6617.53,4.0,18.7
CUST019170,Dzifa Adjei,dzifa.adjei626@gmail.com,Female,1991-10-22,Bolgatanga,Upper East,2022-07-27,Paid Social,Android,True,Bronze,27845.62,7.0,34.7
CUST018014,Adwoa Quartey,adwoa.quartey949@gmail.com,Female,2003-07-15,Accra,Greater Accra,2026-06-27,Email Campaign,Android,True,Silver,4924.17,5.0,23.0
CUST005945,Joseph Alhassan,joseph.alhassan17@yahoo.com,Female,1995-01-25,Bolgatanga,Upper East,2026-06-27,Paid Social,Android,False,Silver,21848.01,2.0,31.4
CUST013989,Grace Adjei,grace.adjei887@gmail.com,Female,2001-03-07,Madina,Greater Accra,2026-06-27,Marketplace,Android,True,Silver,15837.84,2.0,25.3
CUST005246,Adjoa Lartey,adjoa.lartey672@yahoo.com,Female,2004-12-23,Accra,Greater Accra,2026-06-27,Paid Social,Web Desktop,False,Silver,11888.17,3.0,21.5
CUST004564,Kofi Asante,kofi.asante483@gmail.com,Male,1987-04-20,Kumasi,Ashanti,2026-06-27,Direct,iOS,True,Bronze,43512.68,4.0,39.2
CUST019019,Grace Frimpong,grace.frimpong423@yahoo.com,Female,1992-03-31,Cape Coast,Central,2026-06-27,Paid Social,Android,True,Bronze,12276.64,3.0,34.2
CUST018655,Yaw Appiah,yaw.appiah681@gmail.com,Female,2008-09-01,Obuasi,Ashanti,2026-06-27,Marketplace,Web Desktop,False,Platinum,23272.57,2.0,17.8
CUST016368,Sena Osei,sena.osei925@gmail.com,Male,1991-05-03,Tamale,Northern,2026-06-27,Direct,iOS,True,Platinum,6414.5,4.0,35.2
CUST009272,Sena Baidoo,sena.baidoo377@gmail.com,Male,1999-04-15,Takoradi,Western,2022-07-31,Marketplace,Web Desktop,False,Bronze,9487.01,4.0,27.2
CUST018636,Samuel Alhassan,samuel.alhassan449@hotmail.com,Female,1984-02-28,Tema,Greater Accra,2022-07-31,Email Campaign,Android,True,Gold,3276.71,5.0,42.3
CUST019948,Michael Nyarko,michael.nyarko479@yahoo.com,Male,2006-10-27,Tamale,Northern,2022-07-31,Paid Social,Android,False,Bronze,5921.71,3.0,19.7
CUST000798,Ngozi Annan,ngozi.annan826@gmail.com,Female,2004-09-03,Kumasi,Ashanti,2022-07-31,Organic Search,Android,True,Silver,18556.22,5.0,21.8
CUST008309,Kelvin Agyeman,kelvin.agyeman159@gmail.com,Female,1979-03-30,Accra,Greater Accra,2022-07-31,Influencer,Android,True,Silver,12441.67,4.0,47.3
CUST006584,Zainab Ofori,zainab.ofori716@gmail.com,Female,1997-09-11,Tamale,Northern,2022-07-31,Paid Social,Web Mobile,False,Gold,12101.39,5.0,28.8
CUST016548,Kelvin Lartey,kelvin.lartey678@gmail.com,Female,1994-12-30,Bolgatanga,Upper East,2022-07-31,Referral,Android,False,Bronze,10633.87,2.0,31.5
CUST018447,Daniel Dogbe,daniel.dogbe644@gmail.com,Male,1997-11-23,Kumasi,Ashanti,2022-07-30,Paid Social,Web Desktop,False,Bronze,37049.01,6.0,28.6
CUST015547,Chidi Agyeman,chidi.agyeman451@gmail.com,Male,1999-06-22,Accra,Greater Accra,2026-06-27,Marketplace,iOS,True,Bronze,17883.41,1.0,27.0
CUST006777,Gifty Ahiable,gifty.ahiable331@gmail.com,Male,1985-12-27,Takoradi,Western,2026-06-27,Email Campaign,Android,True,Gold,33050.31,4.0,40.5
CUST009081,Gifty Nyarko,gifty.nyarko907@outlook.com,Female,2000-10-06,Accra,Greater Accra,2026-06-27,Referral,Web Mobile,True,Silver,16707.05,3.0,25.7
CUST004780,Adjoa Darko,adjoa.darko823@gmail.com,Male,1995-08-12,Kumasi,Ashanti,2026-06-27,Email Campaign,Android,False,Silver,9478.68,2.0,30.9
CUST016576,Ibrahim Agyeman,ibrahim.agyeman788@gmail.com,Male,1998-12-04,Accra,Greater Accra,2026-06-27,Referral,Web Desktop,False,Silver,22024.48,2.0,27.6
CUST006141,Abena Osei,abena.osei595@gmail.com,Male,1998-09-09,Accra,Greater Accra,2026-06-27,Organic Search,Android,False,Bronze,21521.46,5.0,27.8
CUST900191,Grace Asante,grace.asante261@yahoo.com,Female,2010-03-24,Bolgatanga,Upper East,2026-06-27,Organic Search,Android,True,Bronze,5081.7,3.0,16.3
CUST007222,Kofi Tetteh,kofi.tetteh273@gmail.com,Female,2005-03-24,Tamale,Northern,2026-06-26,Paid Social,Android,True,Gold,13843.46,4.0,21.3
CUST008789,Adjoa Baidoo,adjoa.baidoo985@yahoo.com,Male,1996-07-13,Obuasi,Ashanti,2026-06-26,Organic Search,iOS,True,Silver,15743.57,1.0,30.0
CUST012841,Kwabena Yeboah,kwabena.yeboah100@gmail.com,Male,1988-05-05,Accra,Greater Accra,2022-08-02,Referral,Android,True,Bronze,15693.38,6.0,38.2
CUST010820,Afia Lartey,afia.lartey278@gmail.com,Female,1999-11-01,Ho,Volta,2022-08-02,Direct,Web Desktop,False,Silver,13435.77,3.0,26.7
CUST007567,Kojo Appiah,kojo.appiah96@gmail.com,Female,2000-11-27,Kumasi,Ashanti,2022-08-02,Paid Social,Android,True,Silver,10407.56,1.0,25.6
CUST015961,Isaac Mensah,isaac.mensah768@yahoo.com,Male,2006-01-21,Accra,Greater Accra,2022-08-01,Influencer,Android,True,Silver,9490.55,3.0,20.4
CUST006878,Ama Alhassan,ama.alhassan903@gmail.com,Male,2009-08-05,Kumasi,Ashanti,2022-08-01,Influencer,Android,True,Platinum,13147.36,4.0,16.9
CUST005097,Grace Baidoo,grace.baidoo636@yahoo.com,Male,1975-01-29,Koforidua,Eastern,2022-08-01,Influencer,Web Desktop,True,Silver,15968.01,1.0,51.4
CUST002034,Dzifa Yeboah,dzifa.yeboah621@outlook.com,Male,2010-01-21,Sunyani,Bono,2022-08-01,Referral,Android,False,Platinum,43664.92,3.0,16.4
CUST016071,Abena Frimpong,abena.frimpong550@gmail.com,Female,1998-12-07,Kumasi,Ashanti,2026-06-26,Direct,Android,False,Silver,5773.86,6.0,27.6
CUST011092,Mary Owusu,mary.owusu985@gmail.com,Male,1992-12-17,Takoradi,Western,2026-06-26,Paid Social,Android,True,Silver,11740.48,4.0,33.5
CUST006129,Nana Nyarko,nana.nyarko815@gmail.com,Female,1989-12-27,Kumasi,Ashanti,2026-06-26,Marketplace,Web Mobile,True,Bronze,11342.51,5.0,36.5
CUST007300,Patience Adjei,patience.adjei927@gmail.com,Female,2004-01-09,Obuasi,Ashanti,2026-06-26,Paid Social,iOS,True,Bronze,4951.82,6.0,22.5
CUST008702,Chidi Tetteh,chidi.tetteh608@yahoo.com,Male,1990-03-23,Bolgatanga,Upper East,2026-06-26,Organic Search,Web Mobile,True,Silver,54778.54,5.0,36.3
CUST012524,Samuel Abubakar,samuel.abubakar797@gmail.com,Male,2009-10-06,Takoradi,Western,2026-06-26,Influencer,iOS,True,Bronze,17045.09,2.0,16.7
CUST013564,Akosua Yeboah,akosua.yeboah60@yahoo.com,Female,2007-11-27,Obuasi,Ashanti,2026-06-26,Paid Social,Android,False,Silver,5852.83,6.0,18.6
CUST015251,Fiifi Mensah,fiifi.mensah436@gmail.com,Male,1997-01-13,Koforidua,Eastern,2026-06-26,Referral,Web Desktop,True,Silver,12776.24,5.0,29.5
CUST900157,Kwabena Ofori,kwabena.ofori432@hotmail.com,Female,1997-11-27,Accra,Greater Accra,2026-06-26,Paid Social,Android,True,Platinum,7979.45,5.0,28.6
CUST010181,Emmanuel Ahiable,emmanuel.ahiable688@gmail.com,Female,2006-01-11,Accra,Greater Accra,2022-08-05,Marketplace,Android,False,Bronze,11294.2,2.0,20.5
CUST018939,Elizabeth Amoah,elizabeth.amoah904@gmail.com,Male,2001-03-19,Accra,Greater Accra,2022-08-05,Influencer,Android,False,Bronze,11534.31,5.0,25.3
CUST012461,Adjoa Owusu,adjoa.owusu723@outlook.com,Female,1992-04-28,Kumasi,Ashanti,2022-08-04,Organic Search,iOS,True,Bronze,9466.48,2.0,34.2
CUST000480,Zainab Adjei,zainab.adjei837@gmail.com,Male,1988-05-13,Bolgatanga,Upper East,2022-08-04,Direct,Android,True,Silver,23535.31,3.0,38.1
CUST000627,Kwaku Adjei,kwaku.adjei622@gmail.com,Male,1988-10-02,Koforidua,Eastern,2022-08-04,Organic Search,Web Desktop,True,Bronze,6019.39,1.0,37.7
CUST014073,Kojo Quartey,kojo.quartey216@yahoo.com,Female,1986-03-30,Madina,Greater Accra,2022-08-04,Referral,Web Mobile,True,Bronze,19911.86,4.0,40.3
CUST003382,Emmanuel Frimpong,emmanuel.frimpong518@gmail.com,Female,1996-04-05,Accra,Greater Accra,2022-08-04,Email Campaign,Android,False,Bronze,6726.47,5.0,30.2
CUST018896,Akosua Adjei,akosua.adjei744@gmail.com,Female,2007-07-24,Cape Coast,Central,2022-08-03,Paid Social,Android,True,Bronze,11778.24,3.0,18.9
CUST001935,Esi Sulemana,esi.sulemana778@gmail.com,Male,2003-03-04,Techiman,Bono East,2022-08-03,Referral,Android,False,Bronze,22194.01,3.0,23.3
CUST001945,Abena Owusu,abena.owusu7@gmail.com,Female,1982-10-30,Kumasi,Ashanti,2022-08-08,Paid Social,Android,True,Bronze,20311.92,1.0,43.7
CUST009739,Patience Dogbe,patience.dogbe173@gmail.com,Male,2003-11-07,Bolgatanga,Upper East,2022-08-08,Organic Search,Android,True,Bronze,16012.5,5.0,22.6
CUST015585,Kojo Asante,kojo.asante752@gmail.com,Female,2009-03-06,Takoradi,Western,2022-08-08,Referral,Web Mobile,False,Bronze,9604.36,3.0,17.3
CUST016131,Patience Lartey,patience.lartey621@gmail.com,Female,2004-03-29,Tema,Greater Accra,2022-08-07,Organic Search,Android,True,Bronze,6644.58,5.0,22.3
CUST014685,Grace Nkrumah,grace.nkrumah982@gmail.com,Male,1996-02-18,Cape Coast,Central,2022-08-07,Influencer,Android,True,Bronze,18428.53,2.0,30.4
CUST010556,Patience Baidoo,patience.baidoo328@gmail.com,Female,2002-11-03,Accra,Greater Accra,2022-08-07,Paid Social,Web Mobile,True,Bronze,16645.34,5.0,23.7
CUST001852,Sena Dogbe,sena.dogbe201@gmail.com,Female,1986-05-20,Wa,Upper West,2022-08-05,Influencer,Web Desktop,False,Bronze,8189.1,2.0,40.1
CUST014769,Ngozi Asante,ngozi.asante839@gmail.com,Male,2002-03-08,Accra,Greater Accra,2026-06-26,Organic Search,iOS,True,Bronze,6787.95,8.0,24.3
CUST013998,Esi Darko,esi.darko918@gmail.com,Male,1997-11-16,Accra,Greater Accra,2026-06-26,Influencer,Android,False,Silver,12001.66,2.0,28.6
CUST011194,Fiifi Annan,fiifi.annan660@gmail.com,Male,1994-12-28,Obuasi,Ashanti,2026-06-26,Direct,iOS,True,Bronze,23842.23,3.0,31.5
CUST008968,Gifty Frimpong,gifty.frimpong325@gmail.com,Female,1975-03-02,Tamale,Northern,2026-06-26,Marketplace,Web Desktop,False,Silver,9217.32,4.0,51.3
CUST008706,Daniel Baidoo,daniel.baidoo280@gmail.com,Male,1983-04-24,Tamale,Northern,2026-06-26,Email Campaign,Web Mobile,True,Platinum,14021.77,2.0,43.2
CUST014692,adjoa boateng,adjoa.boateng875@gmail.com,Male,1999-05-02,Accra,Greater Accra,2026-06-26,Organic Search,Web Mobile,True,Bronze,15734.54,3.0,27.2
CUST016535,Michael Danso,michael.danso346@yahoo.com,Female,2000-12-17,Accra,Greater Accra,2026-06-26,Email Campaign,Web Mobile,True,Bronze,34368.14,2.0,25.5
CUST019024,Emmanuel Quartey,emmanuel.quartey366@yahoo.com,Female,2002-06-19,Accra,Greater Accra,2026-06-25,Paid Social,Web Mobile,True,Bronze,19299.57,2.0,24.0
CUST002630,Selorm Agyeman,selorm.agyeman991@gmail.com,Male,1987-06-29,Kumasi,Ashanti,2026-06-25,Email Campaign,Web Desktop,True,Platinum,32027.7,8.0,39.0
CUST005928,Ama Nkrumah,ama.nkrumah112@yahoo.com,Female,2003-07-05,Sunyani,Bono,2026-06-25,Referral,Android,False,Bronze,10161.77,6.0,23.0
CUST006834,EMMANUEL QUARTEY,emmanuel.quartey118@outlook.com,Female,1986-12-31,Tamale,Northern,2022-08-11,Referral,Web Mobile,True,Platinum,19191.2,2.0,39.5
CUST003411,Daniel Baidoo,daniel.baidoo593@yahoo.com,Male,1997-05-05,Obuasi,Ashanti,2022-08-11,Paid Social,Android,False,Bronze,11509.03,4.0,29.2
CUST900094,Fatima Danso,fatima.danso590@gmail.com,Female,1997-02-13,Cape Coast,Central,2022-08-11,Influencer,Android,True,Bronze,18854.62,3.0,29.4
CUST003845,Ibrahim Boateng,ibrahim.boateng817@gmail.com,Female,1986-08-03,Accra,Greater Accra,2022-08-11,Email Campaign,Android,True,Platinum,27099.49,2.0,39.9
CUST011972,Adwoa Danso,adwoa.danso223@gmail.com,Female,1993-02-26,Accra,Greater Accra,2022-08-10,Referral,Android,False,Bronze,13357.68,7.0,33.3
CUST010092,Adwoa Osei,adwoa.osei4@yahoo.com,Male,1994-04-08,Accra,Greater Accra,2022-08-10,Influencer,Android,True,Bronze,15431.11,3.0,32.2
CUST002622,Kwaku Annan,kwaku.annan646@gmail.com,Male,1980-09-22,Accra,Greater Accra,2022-08-10,Direct,Android,False,Bronze,43293.72,4.0,45.8
CUST018686,Grace Dogbe,grace.dogbe540@gmail.com,Male,1986-03-19,Kumasi,Ashanti,2022-08-08,Paid Social,Android,True,Bronze,26729.45,4.0,40.3
CUST011053,Kwabena Nyarko,kwabena.nyarko905@gmail.com,Male,1978-10-21,Tamale,Northern,2026-06-25,Paid Social,Web Mobile,True,Bronze,11083.47,2.0,47.7
